"objectname","id","rating","numplays","weight","own","fortrade","want","wanttobuy","wanttoplay","prevowned","preordered","wishlist","wishlistpriority","wishlistcomment","comment","conditiontext","haspartslist","wantpartslist","collid","baverage","average","avgweight","rank","numowned","objecttype","originalname","minplayers","maxplayers","playingtime","maxplaytime","minplaytime","yearpublished","bggrecplayers","bggbestplayers","bggrecagerange","bgglanguagedependence","publisherid","imageid","year","language","other","itemtype","barcode","pricepaid","pp_currency","currvalue","cv_currency","acquisitiondate","acquiredfrom","quantity","privatecomment","invlocation","invdate","version_publishers","version_languages","version_yearpublished","version_nickname","BG","BH","BI","BJ","BK","BL","BM","BN","BO","BP","BQ","BR","BS","BT","BU","BV","BW","BX","BY","BZ","CA","CB","CC","CD","CE","CF"
"Rummikub","811","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110959601","6.29621","6.47427","1.7228","1696","40129","thing","Rummikub","2","4","60","60","60","1977","2","3","4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Saboteur","9220","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110491745","6.42244","6.54569","1.3199","1391","57243","thing","Saboteur","3","10","30","30","30","2016","5","6","7","8","9","10","7","8","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","AMIGO","German","2016","AMIGO German edition 2016","","","","","","","","","","","","","","","","","","","",""
"Saboteur 2 (expansion-only editions)","91072","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110497648","6.47097","6.93855","1.5225","0","16419","thing","Saboteur 2 (expansion-only editions)","2","12","45","45","45","2011","4","5","6","7","8","9","10","5","6","7","8","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Saboteur: The Dark Cave","365702","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110496845","5.54251","6.41922","1.6667","12755","692","thing","Saboteur: The Dark Cave","2","8","45","45","45","2022","4","5","6","7","8","6","8","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Saboteur: The Duel","168215","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110491692","5.72219","6.00962","1.2586","5338","6992","thing","Saboteur: The Duel","1","2","30","30","30","2014","1","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Safranito","66849","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110595650","6.08375","6.89275","1.7303","2495","1810","thing","Safranito","2","4","45","45","30","2010","2","3","4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sagrada","199561","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110491023","7.33353","7.47648","1.9166","205","67603","thing","Sagrada","1","4","45","45","30","2017","1","2","3","4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Same Game","396542","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","118544427","5.70465","7.14859","1","5643","529","thing","The Same Game","3","6","45","45","30","2023","3","4","5","6","5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"San Francisco","357271","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495676","5.78753","6.71257","2.2","4491","1434","thing","San Francisco","2","4","60","60","45","2022","2","3","4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sanssouci","146816","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110655144","6.26904","7.12308","2.1081","1785","3497","thing","Sanssouci","2","4","45","45","30","2013","2","3","4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Santorini","194655","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110656222","7.22415","7.36209","1.7273","272","61172","thing","Santorini","2","4","20","20","20","2016","2","3","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Die Säulen der Erde","309109","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110745574","5.59953","7.09318","2.5","0","593","thing","Die Säulen der Erde","2","6","150","150","90","2008","2","3","4","5","6","3","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Schnappt Hubi!","92644","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110654720","5.75377","6.88803","1.303","4874","1047","thing","Schnappt Hubi!","2","4","20","20","20","2011","2","3","4","3","4","4+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Schnattergei","354124","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","110492154","0","5.8","1","0","72","thing","Schnattergei","2","4","15","15","15","2022","","","","","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Der schwarze Pirat","23890","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110488154","5.75827","6.52123","1.1296","4826","1112","thing","Der schwarze Pirat","2","4","15","15","15","2006","2","3","4","4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Schwingenschlag","410201","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115988123","7.12028","8.09533","2.7534","348","10092","thing","Wyrmspan","1","5","90","90","90","2024","1","2","3","4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Feuerland Spiele Stonemaier Games","German","2024","German edition","","","","","","","","","","","","","","","","","","","","","","",""
"Scotland Yard","438","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","116302858","6.35021","6.50595","1.9509","1557","29164","thing","Scotland Yard","2","6","45","45","45","1983","2","3","4","5","6","2","5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Scotland Yard: Sherlock Holmes Edition","369007","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110494708","5.59352","7.13502","2.1667","8741","485","thing","Scotland Yard: Sherlock Holmes Edition","2","6","60","60","45","2022","2","3","4","2","3","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Scotland Yard: The Hunt for Mister X","94837","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110745610","5.54424","5.87574","1.4444","12534","1553","thing","Scotland Yard: The Hunt for Mister X","2","4","20","20","10","2011","2","3","4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCOUT","291453","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110745599","7.50645","7.81119","1.3449","116","28258","thing","SCOUT","2","5","15","15","15","2019","3","4","5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Scrabble Original","320","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111195879","6.14836","6.26889","2.0621","2223","62923","thing","Scrabble","2","4","90","90","90","1989","2","3","4","2","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Jumbo Spear's Games","German","1989","Spear's German edition 1989","","","","","","","","","","","","","","","","","","","","","","","",""
"Scythe","169786","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495106","7.99308","8.14517","3.4456","17","113665","thing","Scythe","1","5","115","115","90","2016","1","2","3","4","5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sea Salt & Paper","367220","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110493493","7.05529","7.47398","1.439","408","18670","thing","Sea Salt & Paper","2","4","45","45","30","2022","2","3","4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sea Salt & Paper: Extra Salt","396545","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112281550","6.19021","7.85611","1.1667","0","5195","thing","Sea Salt & Paper: Extra Salt","2","4","45","45","30","2023","2","3","4","2","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","MM-Spiele","German","2023","German edition","","","","","","","","","","","","","","","","","","","","","","","",""
"Seastead","307656","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110656930","5.71978","6.77648","2.7692","5384","1231","thing","Seastead","1","2","30","30","30","2020","1","2","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sebastian Fitzek Killercruise","319107","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110655251","5.66041","6.73564","2.5294","6494","830","thing","Sebastian Fitzek Killercruise","2","4","30","30","30","2020","2","3","4","3","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Secret Hitler","188834","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110657068","7.26727","7.5095","1.7378","244","41512","thing","Secret Hitler","5","10","45","45","45","2016","6","7","8","9","10","8","10","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Secret Identity","347112","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110662390","5.97628","7.28708","1.1429","3019","1349","thing","Secret Identity","3","8","40","40","20","2022","4","5","6","7","8","6","7","8","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Die Seidenstraße","564","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111242758","5.49682","5.49894","1.7778","22648","228","thing","Die Seidenstraße","2","7","60","60","60","1998","4","5","6","7","6","","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Schmidt Spiele","German","1998","German edition","","","","","","","","","","","","","","","","","","","","","","",""
"Sequence","2375","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","113833042","5.93026","6.11993","1.3154","3319","23897","thing","Sequence","2","12","30","30","10","1982","2","3","4","6","3","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Set!","1198","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111573190","6.29247","6.50058","1.6589","1707","23090","thing","SET","1","20","30","30","30","2005","1","2","3","4","5","6","7","8","3","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Ravensburger","German","2005","Ravensburger German edition 2005","","","","","","","","","","","","","","","","","",""
"Sheriff of Nottingham: 2nd Edition","298638","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110494051","6.4389","7.28056","1.75","1347","7215","thing","Sheriff of Nottingham: 2nd Edition","3","6","60","60","60","2020","4","5","6","5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sherlock Holmes Beratender Detektiv: Die Themse-Morde & andere Fälle","2511","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110662800","7.4036","7.63237","2.6637","160","41442","thing","Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases","1","8","120","120","60","2020","1","2","3","4","2","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Space Cowboys","German","2020","German edition","","","","","","","","","","","","","","","","","","","","","","",""
"Sherlock: Die Fälschung","325679","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111377049","5.59018","7.09715","1","8906","357","thing","Sherlock: La copia","1","8","60","60","60","2021","2","3","3","","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","ABACUSSPIELE","German","2021","German edition","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sherlock: The Tomb of the Archaeologist","247436","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110488368","5.88954","6.6343","1.5714","3602","2129","thing","Sherlock: The Tomb of the Archaeologist","1","8","60","60","40","2018","2","3","4","2","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Shinkansen: Zero-Kei","339614","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495663","5.97973","7.05089","2.6842","3000","2040","thing","Shinkansen: Zero-Kei","1","4","60","60","60","2021","1","2","3","4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Die Siedler von Catan: Das Kartenspiel","278","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110488440","6.50217","6.70554","2.4396","1205","25258","thing","Catan Card Game","2","2","120","120","60","2007","2","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2007","German edition 2007","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Die Siedler von Catan: Das Würfelspiel plus","38845","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111375629","5.54189","5.80458","1.375","0","848","thing","Les Colons de Catane: Le jeu de dés","2","4","30","30","30","2008","2","3","4","3","4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","KOSMOS","German","2008","German edition","","","","","","","","","","","","","","","","","","","","","","",""
"The Siege of Runedar","333539","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110489586","6.04639","7.06668","2.3429","2649","2286","thing","The Siege of Runedar","1","4","90","90","60","2021","1","2","3","4","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Similo: Tiere","268620","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112387966","6.44832","6.8164","1.0407","1324","16158","thing","Similo","2","8","15","15","10","2020","2","3","4","5","6","3","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Horrible Guild","German","2020","German edition","","","","","","","","","","","","","","","","","","","","",""
"Simply Ingenious","36745","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110489412","5.43992","5.28617","1.1562","25985","1372","thing","Simply Ingenious","2","4","20","20","20","2008","2","3","4","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Skip-Bo","1269","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110488602","5.49628","5.59037","1.2027","22772","21589","thing","Skip-Bo","2","6","20","20","20","1967","2","3","4","5","6","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Skull","92415","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110493470","7.02095","7.19146","1.1206","437","37276","thing","Skull","3","6","45","45","15","2011","3","4","5","6","5","6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sky Team","373106","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","117809201","7.48528","8.195","2.0238","126","14211","thing","Sky Team","2","2","15","15","15","2023","2","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Hachette Boardgames USA Scorpion Masqué","English","2023","English edition"," first printing","","","","","","","","","","","","","","","","","","","","","","","","",""
"Skyjo","204135","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112726773","6.23619","6.72227","1.0636","1889","8856","thing","Skyjo","2","8","45","45","15","2022","2","3","4","5","6","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Magilano","Danish Dutch English Finnish French German Greek Italian Norwegian Polish Portuguese Spanish Swedish","2022","Multilingual edition 2022","","","","","","","","","","","","","","","","","","","","","",""
"Small World of Warcraft","309630","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110496720","6.56733","7.30918","2.6386","1073","10853","thing","Small World of Warcraft","2","5","80","80","40","2020","2","3","4","5","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Smart10","241590","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110494353","6.63542","7.49432","1.1587","966","5856","thing","Smart10","2","8","120","120","20","2017","2","3","4","5","6","3","4","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Snow Time","256438","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111377026","5.67863","6.48534","1.2308","6105","1320","thing","Snow Time","3","5","40","40","20","2018","3","4","5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Asmodee","German","2018","German edition","","","","","","","","","","","","","","","","","","","","","","","",""
"So Clover!","329839","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110494081","7.14174","7.58367","1.1077","323","13300","thing","So Clover!","3","6","30","30","30","2021","2","3","4","5","6","3","4","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Solaris","219359","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110489613","5.50355","5.61553","3.0769","21251","302","thing","Solaris","3","5","60","60","60","2017","2","3","4","3","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOS Titanic","143157","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110657382","6.07111","6.74546","1.631","2547","3189","thing","SOS Titanic","1","5","30","30","30","2013","1","2","3","4","1","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Soulmates","365188","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495247","0","5.79412","0","0","44","thing","Soulmates","2","5","30","30","30","2022","","","","","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Space Base","242302","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110494069","7.31898","7.54737","2.1243","212","26602","thing","Space Base","2","5","60","60","60","2018","2","3","4","5","3","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Space Cadets","123096","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112387994","6.14209","6.54717","2.7399","2249","6078","thing","Space Cadets","3","6","120","120","60","2014","3","4","5","6","5","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Asmodee Stronghold Games","German","2014","German edition","","","","","","","","","","","","","","","","","","","","","","",""
"Sparta","109105","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110489504","5.49191","5.46803","1.6","23465","474","thing","Sparta","2","2","30","30","30","2011","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spicy","299169","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110493239","6.62362","7.16257","1.3481","983","9840","thing","Spicy","2","6","20","20","15","2020","3","4","5","6","4","5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spiel des Lebens","2921","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","111872949","4.36098","4.34464","1.1631","26447","22048","thing","The Game of Life","2","6","60","60","60","2008","2","3","4","5","6","4","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","MB Spiele","German","2008","MB German edition 2008","","","","","","","","","","","","","","","","","","","","","",""
"Spinderella","171129","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495867","5.90392","6.46714","1.1875","3493","3185","thing","Spinderella","2","4","20","20","20","2015","2","3","4","3","4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spirit Island","162886","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110494087","8.14544","8.34573","4.0656","11","77472","thing","Spirit Island","1","4","120","120","90","2017","1","2","3","4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Splendor","148228","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495295","7.29883","7.4212","1.7806","222","118937","thing","Splendor","2","4","30","30","30","2014","2","3","4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Splito","359878","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","116926244","5.86243","6.71782","1.2105","3810","1591","thing","Splito","3","8","20","20","15","2022","3","4","5","6","7","8","6","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spyfall","166384","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111779565","6.63825","6.77405","1.2373","956","29370","thing","Spyfall","3","8","15","15","15","2020","4","5","6","7","8","6","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Tower Tactic Games","English Thai","2020","Thai/English edition","","","","","","","","","","","","","","","","","","","","","",""
"Stack'n Stuff: A Patchwork Game","362693","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110657922","5.58962","7.06425","1.5","8936","494","thing","Stack'n Stuff: A Patchwork Game","2","2","30","30","20","2022","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stadt - Land - Fluss","12043","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","118175645","5.48741","5.31777","1.1667","24050","210","thing","Stadt - Land - Fluss","2","10","15","15","15","0","3","4","5","6","4","5","8+","","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stadt Land Vollpfosten: Classic Edition","250463","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","114973273","5.52979","5.85392","1.1111","14874","464","thing","Stadt Land Vollpfosten: Classic Edition","2","10","0","0","0","2016","2","3","4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stadt Land Vollpfosten: Das Kartenspiel – Classic Edition","364425","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","118188308","5.52633","6.16485","1.25","15602","228","thing","Stadt Land Vollpfosten: Das Kartenspiel – Classic Edition","3","6","30","30","30","2019","3","4","5","6","4","5","10+","","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Star Wars: Outer Rim","271896","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110491183","7.3355","7.73371","2.5536","203","23310","thing","Star Wars: Outer Rim","1","4","180","180","120","2019","1","2","3","4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Star Wars: The Deckbuilding Game","374173","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495705","7.25705","7.92092","2.0339","247","14710","thing","Star Wars: The Deckbuilding Game","2","2","30","30","30","2023","2","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Steampunk Rally","162007","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112831746","6.74397","7.15933","2.621","788","9899","thing","Steampunk Rally","2","8","60","60","45","2017","2","3","4","5","6","3","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Roxley","English","2017","English third edition","","","","","","","","","","","","","","","","","","","","",""
"Stone Age","34635","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110663497","7.40181","7.52594","2.4596","163","57521","thing","Stone Age","2","4","90","90","60","2008","2","3","4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stop the Robots","346008","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495696","0","5.0875","0","0","28","thing","Stop the Robots","1","6","10","10","10","2021","","","","","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stratego","1917","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","117947361","5.99188","6.13418","1.8462","2928","29459","thing","Stratego","2","2","45","45","45","1980","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Jumbo","German","1980","Jumbo German edition 1980","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stratego Original","1917","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112388101","5.99188","6.13418","1.8462","2928","29459","thing","Stratego","2","2","45","45","45","1999","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Jumbo","French German Italian","1999","Jumbo multilingual edition 1999","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summoner Wars: Master Set","93260","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110491193","7.12871","7.48277","2.5245","336","13444","thing","Summoner Wars: Master Set","2","4","60","60","30","2011","2","4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Superclub: The football manager board game","294047","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","114172741","5.78058","7.74851","2.2308","4573","863","thing","Superclub: The football manager board game","2","4","240","240","90","2020","3","4","","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sushi Go Party!","192291","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","116255386","7.24103","7.39548","1.302","257","63699","thing","Sushi Go Party!","2","8","20","20","20","2016","2","3","4","5","6","7","8","4","5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swindler","367992","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110496178","5.62197","6.45601","1.8571","7543","718","thing","Swindler","2","4","60","60","45","2022","2","3","4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T.I.M.E Stories","146508","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111375455","7.19061","7.38335","2.5864","289","41405","thing","T.I.M.E Stories","2","4","90","90","90","2016","2","3","4","4","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Space Cowboys","German","2016","German second edition","","","","","","","","","","","","","","","","","","","","","","","",""
"Taboo","1111","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495579","6.12845","6.29902","1.2022","2315","24446","thing","Taboo","4","10","20","20","20","1989","4","5","6","7","8","9","10","6","8","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
